000			傳奇關卡
025-032-000	夜間熱樂捉蟲大作戰
025-051		老舊秘密基地
025-051-000	正午熱樂捉蟲大作戰
025-052		老舊秘密基地
025-052-000	正午熱樂捉蟲大作戰
025-053		老舊秘密基地
025-053-000	正午熱樂捉蟲大作戰
025-054		絕佳秘密基地
025-054-000	傍晚熱樂捉蟲大作戰
025-055		絕佳秘密基地
025-055-000	傍晚熱樂捉蟲大作戰
025-056		絕佳秘密基地
025-056-000	傍晚熱樂捉蟲大作戰
025-057		完美秘密基地
025-057-000	夜間熱樂捉蟲大作戰
025-058		完美秘密基地
025-058-000	夜間熱樂捉蟲大作戰
025-059		完美秘密基地
025-059-000	夜間熱樂捉蟲大作戰
025-060		獵人的地圖Ⅰ
025-060-000	紫獸石的密林Ⅰ
025-060-001	紅獸石的密林Ⅰ
025-061		獵人的地圖Ⅱ
025-061-000	紫獸石的密林Ⅱ
025-061-001	紅獸石的密林Ⅱ
025-061-002	蒼獸石的沙漠Ⅱ
025-061-003	翠獸石的沙漠Ⅱ
025-062		獵人的地圖Ⅲ
025-062-000	紫獸石的密林Ⅲ
025-062-001	蒼獸石的沙漠Ⅲ
025-062-002	翠獸石的沙漠Ⅲ
025-062-003	紅獸石的密林Ⅲ
025-062-004	黃獸石的火山Ⅲ

027			合作強襲
027-000		梅西耶 強襲！
027-000-000	夢的世界 Lv.1
027-000-001	夢的世界 Lv.2
027-000-002	夢的世界 Lv.3
027-000-003	夢的世界 Lv.4
027-000-004	夢的世界 Lv.5
027-000-005	夢的世界 Lv.6
027-000-006	夢的世界 Lv.7
027-000-007	夢的世界 Lv.8
027-000-008	夢的世界 Lv.9
027-000-009	夢的世界 Lv.10
027-000-010	夢的世界 Lv.11
027-000-011	夢的世界 Lv.12
027-000-012	夢的世界 Lv.13
027-000-013	夢的世界 Lv.14
027-000-014	夢的世界 Lv.15
027-000-015	夢的世界 Lv.16
027-000-016	夢的世界 Lv.17
027-000-017	夢的世界 Lv.18
027-000-018	夢的世界 Lv.19
027-000-019	夢的世界 Lv.20
027-002		惡魔軍 強襲 !
027-002-000	天魔界 Lv.1
027-002-001	天魔界 Lv.2
027-002-002	天魔界 Lv.3
027-002-003	天魔界 Lv.4
027-002-004	天魔界 Lv.5
027-002-005	天魔界 Lv.6
027-002-006	天魔界 Lv.7
027-002-007	天魔界 Lv.8
027-002-008	天魔界 Lv.9
027-002-009	天魔界 Lv.10
027-002-010	天魔界 Lv.11
027-002-011	天魔界 Lv.12
027-002-012	天魔界 Lv.13
027-002-013	天魔界 Lv.14
027-002-014	天魔界 Lv.15
027-002-015	天魔界 Lv.16
027-002-016	天魔界 Lv.17
027-002-017	天魔界 Lv.18
027-002-018	天魔界 Lv.19
027-002-019	天魔界 Lv.20
027-003		天使軍 強襲 !
027-003-000	天聖界 Lv.1
027-003-001	天聖界 Lv.2
027-003-002	天聖界 Lv.3
027-003-003	天聖界 Lv.4
027-003-004	天聖界 Lv.5
027-003-005	天聖界 Lv.6
027-003-006	天聖界 Lv.7
027-003-007	天聖界 Lv.8
027-003-008	天聖界 Lv.9
027-003-009	天聖界 Lv.10
027-003-010	天聖界 Lv.11
027-003-011	天聖界 Lv.12
027-003-012	天聖界 Lv.13
027-003-013	天聖界 Lv.14
027-003-014	天聖界 Lv.15
027-003-015	天聖界 Lv.16
027-003-016	天聖界 Lv.17
027-003-017	天聖界 Lv.18
027-003-018	天聖界 Lv.19
027-003-019	天聖界 Lv.20
027-004		強襲的梅露可物語
027-004-000	癒術士與夥伴們 Lv.1
027-004-001	癒術士與夥伴們 Lv.2
027-004-002	癒術士與夥伴們 Lv.3
027-004-003	癒術士與夥伴們 Lv.4
027-004-004	癒術士與夥伴們 Lv.5
027-004-005	癒術士與夥伴們 Lv.6
027-004-006	癒術士與夥伴們 Lv.7
027-004-007	癒術士與夥伴們 Lv.8
027-004-008	癒術士與夥伴們 Lv.9
027-004-009	癒術士與夥伴們 Lv.10
027-004-010	癒術士與夥伴們 Lv.11
027-004-011	癒術士與夥伴們 Lv.12
027-004-012	癒術士與夥伴們 Lv.13
027-004-013	癒術士與夥伴們 Lv.14
027-004-014	癒術士與夥伴們 Lv.15
027-004-015	癒術士與夥伴們 Lv.16
027-004-016	癒術士與夥伴們 Lv.17
027-004-017	癒術士與夥伴們 Lv.18
027-004-018	癒術士與夥伴們 Lv.19
027-004-019	癒術士與夥伴們 Lv.20
027-005		強襲！電子歌姬
027-005-000	1st Song
027-005-001	2nd Song
027-005-002	3rd Song
027-005-003	4th Song
027-005-004	5th Song
027-005-005	6th Song
027-005-006	7th Song
027-005-007	8th Song
027-005-008	9th Song
027-005-009	10th Song
027-005-010	11th Song
027-005-011	12th Song
027-005-012	13th Song
027-005-013	14th Song
027-005-014	15th Song
027-005-015	16th Song
027-005-016	17th Song
027-005-017	18th Song
027-005-018	19th Song
027-005-019	Last Song
027-007		使徒強襲
027-007-000	警戒Lv.1
027-007-001	警戒Lv.2
027-007-002	警戒Lv.3
027-007-003	警戒Lv.4
027-007-004	警戒Lv.5
027-007-005	警戒Lv.6
027-007-006	警戒Lv.7
027-007-007	警戒Lv.8
027-007-008	警戒Lv.9
027-007-009	警戒Lv.10
027-007-010	警戒Lv.11
027-007-011	警戒Lv.12
027-007-012	警戒Lv.13
027-007-013	警戒Lv.14
027-007-014	警戒Lv.15
027-007-015	警戒Lv.16
027-007-016	警戒Lv.17
027-007-017	警戒Lv.18
027-007-018	警戒Lv.19
027-007-019	警戒Lv.20
027-008		強襲！亂馬１/２
027-008-000	對決！PART.1
027-008-001	對決！PART.2
027-008-002	對決！PART.3
027-008-003	對決！PART.4
027-008-004	對決！PART.5
027-008-005	對決！PART.6
027-008-006	對決！PART.7
027-008-007	對決！PART.8
027-008-008	對決！PART.9
027-008-009	對決！PART.10
027-008-010	對決！PART.11
027-008-011	對決！PART.12
027-008-012	對決！PART.13
027-008-013	對決！PART.14
027-008-014	對決！PART.15
027-008-015	對決！PART.16
027-008-016	對決！PART.17
027-008-017	對決！PART.18
027-008-018	對決！PART.19
027-008-019	對決！PART.20
027-009		魔女之夜
027-009-000	舞台裝置的魔女 第1輪
027-009-001	舞台裝置的魔女 第2輪
027-009-002	舞台裝置的魔女 第3輪
027-009-003	舞台裝置的魔女 第4輪
027-009-004	舞台裝置的魔女 第5輪
027-009-005	舞台裝置的魔女 第6輪
027-009-006	舞台裝置的魔女 第7輪
027-009-007	舞台裝置的魔女 第8輪
027-009-008	舞台裝置的魔女 第9輪
027-009-009	舞台裝置的魔女 第XX輪
027-012		強襲！「亂馬１/２」
027-012-000	對決！PART.1
027-012-001	對決！PART.2
027-012-002	對決！PART.3
027-012-003	對決！PART.4
027-012-004	對決！PART.5
027-012-005	對決！PART.6
027-012-006	對決！PART.7
027-012-007	對決！PART.8
027-012-008	對決！PART.9
027-012-009	對決！PART.10
027-012-010	對決！PART.11
027-012-011	對決！PART.12
027-012-012	對決！PART.13
027-012-013	對決！PART.14
027-012-014	對決！PART.15
027-012-015	對決！PART.16
027-012-016	對決！PART.17
027-012-017	對決！PART.18
027-012-018	對決！PART.19
027-012-019	對決！PART.20
027-012-020	對決！PART.21
027-012-021	對決！PART.22
027-012-022	對決！PART.23
027-012-023	對決！PART.24
027-012-024	對決！PART.25
027-012-025	對決！PART.26
027-012-026	對決！PART.27
027-012-027	對決！PART.28
027-012-028	對決！PART.29
027-012-029	對決！LAST PART
027-013		歌后曼波魚崎A・Y・U 強襲！
027-013-000	猝死 Lv.1
027-013-001	猝死 Lv.2
027-013-002	猝死 Lv.3
027-013-003	猝死 Lv.4
027-013-004	猝死 Lv.5
027-013-005	猝死 Lv.6
027-013-006	猝死 Lv.7
027-013-007	猝死 Lv.8
027-013-008	猝死 Lv.9
027-013-009	猝死 Lv.10
027-013-010	猝死 Lv.11
027-013-011	猝死 Lv.12
027-013-012	猝死 Lv.13
027-013-013	猝死 Lv.14
027-013-014	猝死 Lv.15
027-013-015	猝死 Lv.16
027-013-016	猝死 Lv.17
027-013-017	猝死 Lv.18
027-013-018	猝死 Lv.19
027-013-019	猝死 Lv.MAX

031			超獸討伐關卡
031-000		甲普拉密林
031-000-000	高溼樹海 1區
031-000-001	高溼樹海 2區
031-000-002	高溼樹海 3區
031-000-003	高溼樹海 4區
031-000-004	炎熱森林 5區
031-000-005	炎熱森林 6區
031-000-006	炎熱森林 7區
031-000-007	炎熱森林 8區
031-000-008	炎熱森林 9區
031-000-009	炎熱森林 10區
031-000-010	豪雨樹林 11區
031-001		亞蜥比沙漠
031-001-000	乾燥荒野 1區
031-001-001	乾燥荒野 2區
031-001-002	乾燥荒野 3區
031-001-003	乾燥荒野 4區
031-001-004	酷熱沙丘 5區
031-001-005	酷熱沙丘 6區
031-001-006	酷熱沙丘 7區
031-001-007	酷熱沙丘 8區
031-001-008	酷熱沙丘 9區
031-001-009	酷熱沙丘 10區
031-001-010	豔陽沙原 11區
031-002		將弗裂火山
031-002-000	灼熱坑道 1區
031-002-001	灼熱坑道 2區
031-002-002	灼熱坑道 3區
031-002-003	灼熱坑道 4區
031-002-004	熱風山路 5區
031-002-005	熱風山路 6區
031-002-006	熱風山路 7區
031-002-007	熱風山路 8區
031-002-008	熱風山路 9區
031-002-009	熱風山路 10區
031-002-010	炎火山口 11區

033			地底迷宮
033-000		地下深淵
033-000-000	地下1~9樓
033-000-001	地下1~9樓
033-000-002	地下1~9樓
033-000-003	地下1~9樓
033-000-004	地下1~9樓
033-000-005	地下1~9樓
033-000-006	地下1~9樓
033-000-007	地下1~9樓
033-000-008	地下1~9樓
033-000-009	地下11~19/21~29樓
033-000-010	地下11~19/21~29樓
033-000-011	地下11~19/21~29樓
033-000-012	地下11~19/21~29樓
033-000-013	地下11~19/21~29樓
033-000-014	地下11~19/21~29樓
033-000-015	地下11~19/21~29樓
033-000-016	地下11~19/21~29樓
033-000-017	地下11~19/21~29樓
033-000-018	地下11~19/21~29樓
033-000-019	地下11~19/21~29樓
033-000-020	地下11~19/21~29樓
033-000-021	地下11~19/21~29樓
033-000-022	地下11~19/21~29樓
033-000-023	地下11~19/21~29樓
033-000-024	地下11~19/21~29樓
033-000-025	地下11~19/21~29樓
033-000-026	地下11~19/21~29樓
033-000-027	地下31~39/41~49/51~59樓
033-000-028	地下31~39/41~49/51~59樓
033-000-029	地下31~39/41~49/51~59樓
033-000-030	地下31~39/41~49/51~59樓
033-000-031	地下31~39/41~49/51~59樓
033-000-032	地下31~39/41~49/51~59樓
033-000-033	地下31~39/41~49/51~59樓
033-000-034	地下31~39/41~49/51~59樓
033-000-035	地下31~39/41~49/51~59樓
033-000-036	地下31~39/41~49/51~59樓
033-000-037	地下31~39/41~49/51~59樓
033-000-038	地下31~39/41~49/51~59樓
033-000-039	地下31~39/41~49/51~59樓
033-000-040	地下31~39/41~49/51~59樓
033-000-041	地下31~39/41~49/51~59樓
033-000-042	地下31~39/41~49/51~59樓
033-000-043	地下31~39/41~49/51~59樓
033-000-044	地下31~39/41~49/51~59樓
033-000-045	地下31~39/41~49/51~59樓
033-000-046	地下31~39/41~49/51~59樓
033-000-047	地下31~39/41~49/51~59樓
033-000-048	地下31~39/41~49/51~59樓
033-000-049	地下31~39/41~49/51~59樓
033-000-050	地下31~39/41~49/51~59樓
033-000-051	地下31~39/41~49/51~59樓
033-000-052	地下31~39/41~49/51~59樓
033-000-053	地下31~39/41~49/51~59樓
033-000-054	地下61~69/71~79/81~89/91~98樓
033-000-055	地下61~69/71~79/81~89/91~98樓
033-000-056	地下61~69/71~79/81~89/91~98樓
033-000-057	地下61~69/71~79/81~89/91~98樓
033-000-058	地下61~69/71~79/81~89/91~98樓
033-000-059	地下61~69/71~79/81~89/91~98樓
033-000-060	地下61~69/71~79/81~89/91~98樓
033-000-061	地下61~69/71~79/81~89/91~98樓
033-000-062	地下61~69/71~79/81~89/91~98樓
033-000-063	地下61~69/71~79/81~89/91~98樓
033-000-064	地下61~69/71~79/81~89/91~98樓
033-000-065	地下61~69/71~79/81~89/91~98樓
033-000-066	地下61~69/71~79/81~89/91~98樓
033-000-067	地下61~69/71~79/81~89/91~98樓
033-000-068	地下61~69/71~79/81~89/91~98樓
033-000-069	地下61~69/71~79/81~89/91~98樓
033-000-070	地下61~69/71~79/81~89/91~98樓
033-000-071	地下61~69/71~79/81~89/91~98樓
033-000-072	地下61~69/71~79/81~89/91~98樓
033-000-073	地下61~69/71~79/81~89/91~98樓
033-000-074	地下61~69/71~79/81~89/91~98樓
033-000-075	地下61~69/71~79/81~89/91~98樓
033-000-076	地下61~69/71~79/81~89/91~98樓
033-000-077	地下61~69/71~79/81~89/91~98樓
033-000-078	地下61~69/71~79/81~89/91~98樓
033-000-079	地下61~69/71~79/81~89/91~98樓
033-000-080	地下61~69/71~79/81~89/91~98樓
033-000-081	地下61~69/71~79/81~89/91~98樓
033-000-082	地下61~69/71~79/81~89/91~98樓
033-000-083	地下61~69/71~79/81~89/91~98樓
033-000-084	地下61~69/71~79/81~89/91~98樓
033-000-085	地下61~69/71~79/81~89/91~98樓
033-000-086	地下61~69/71~79/81~89/91~98樓
033-000-087	地下61~69/71~79/81~89/91~98樓
033-000-088	地下61~69/71~79/81~89/91~98樓
033-000-089	地下61~69/71~79/81~89/91~98樓
033-000-090	地下10樓
033-000-091	地下10樓
033-000-092	地下20/30樓
033-000-093	地下20/30樓
033-000-094	地下40/50/60樓
033-000-095	地下40/50/60樓
033-000-096	地下40/50/60樓
033-000-097	地下70/80/99樓
033-000-098	地下70/80/99樓
033-000-099	地下70/80/99樓
033-000-100	地下70/80/99樓

034			傳奇故事0
034-000		零之領域
034-000-000	初始的世界
