000			Story of Legends
024-040		Desafío de Febrero II
024-040-000	Confusión (nvl. 1)
024-040-001	Confusión (nvl. 2)
024-040-002	Confusión (nvl. 3)
024-040-003	Confusión (nvl. 4)
024-040-004	Confusión (nvl. 5)
024-040-005	Confusión (nvl. 6)
024-040-006	Confusión (nvl. 7)
024-040-007	Confusión (nvl. 8)
024-040-008	Confusión (nvl. 9)
024-040-009	Confusión (nvl. máx.)
024-041		Festival felino: Año Nuevo Lunar
024-041-000	¿Ya es el Año Nuevo Lunar?
024-041-001	Fuegos Artificiales
024-041-002	Exorcismo a lo Bestia
024-041-003	Plegaria de Regalos
024-041-004	Rezo de Longevidad
024-041-005	Baile Acrobático Leonino
024-041-006	Adornos Afortunados
024-041-007	Farolillo Rojo Auspicioso
024-041-008	Atracón de Bollitos
024-041-009	Vuelta a Casa
024-042		Horda de Gatos
024-042-000	Sed de Sangre (nvl. 1)
024-042-001	Sed de Sangre (nvl. 2)
024-042-002	Sed de Sangre (nvl. 3)
024-042-003	Sed de Sangre (nvl. 4)
024-042-004	Sed de Sangre (nvl. 5)
024-042-005	Sed de Sangre (nvl. 6)
024-042-006	Sed de Sangre (nvl. 7)
024-042-007	Sed de Sangre (nvl. 8)
024-042-008	Sed de Sangre (nvl. 9)
024-042-009	Sed de Sangre (nvl. máx.)
024-043		Desafío de Marzo
024-043-000	Al Desnudo (nvl. 1)
024-043-001	Al Desnudo (nvl. 2)
024-043-002	Al Desnudo (nvl. 3)
024-043-003	Al Desnudo (nvl. 4)
024-043-004	Al Desnudo (nvl. 5)
024-043-005	Al Desnudo (nvl. 6)
024-043-006	Al Desnudo (nvl. 7)
024-043-007	Al Desnudo (nvl. 8)
024-043-008	Al Desnudo (nvl. 9)
024-043-009	Al Desnudo (nvl. 10)
024-044		Desafío de Marzo II
024-044-000	El Regreso (nvl. 11)
024-044-001	El Regreso (nvl. 12)
024-044-002	El Regreso (nvl. 13)
024-044-003	El Regreso (nvl. 14)
024-044-004	El Regreso (nvl. 15)
024-044-005	El Regreso (nvl. 16)
024-044-006	El Regreso (nvl. 17)
024-044-007	El Regreso (nvl. 18)
024-044-008	El Regreso (nvl. 19)
024-044-009	El Regreso (nvl. máx.)
024-045		Ataque del Corazón Solitario
024-045-000	Por Compasión (nvl. 1)
024-045-001	Por Compasión (nvl. 2)
024-045-002	Por Compasión (nvl. 3)
024-045-003	Por Compasión (nvl. 4)
024-045-004	Por Compasión (nvl. 5)
024-045-005	Por Compasión (nvl. 6)
024-045-006	Por Compasión (nvl. 7)
024-045-007	Por Compasión (nvl. 8)
024-045-008	Por Compasión (nvl. 9)
024-045-009	Por Compasión (nvl. 10)
024-045-010	Por Compasión (nvl. 11)
024-045-011	Por Compasión (nvl. 12)
024-045-012	Por Compasión (nvl. 13)
024-045-013	Por Compasión (nvl. 14)
024-045-014	Por Compasión (nvl. 15)
024-045-015	Por Compasión (nvl. 16)
024-045-016	Por Compasión (nvl. 17)
024-045-017	Por Compasión (nvl. 18)
024-045-018	Por Compasión (nvl. 19)
024-045-019	Por Compasión (nvl. máx.)
024-046		Ataque del Corazón Solitario
024-046-000	¡Profe! (nvl. 1)
024-046-001	¡Profe! (nvl. 2)
024-046-002	¡Profe! (nvl. 3)
024-046-003	¡Profe! (nvl. 4)
024-046-004	¡Profe! (nvl. 5)
024-046-005	¡Profe! (nvl. 6)
024-046-006	¡Profe! (nvl. 7)
024-046-007	¡Profe! (nvl. 8)
024-046-008	¡Profe! (nvl. 9)
024-046-009	¡Profe! (nvl. 10)
024-047		Ataque del Corazón Solitario
024-047-000	¡Maestro! (nvl. 11)
024-047-001	¡Maestro! (nvl. 12)
024-047-002	¡Maestro! (nvl. 13)
024-047-003	¡Maestro! (nvl. 14)
024-047-004	¡Maestro! (nvl. 15)
024-047-005	¡Maestro! (nvl. 16)
024-047-006	¡Maestro! (nvl. 17)
024-047-007	¡Maestro! (nvl. 18)
024-047-008	¡Maestro! (nvl. 19)
024-047-009	¡Maestro! (nvl. máx.)
024-048		Ataque del Corazón Solitario
024-048-000	Escritorio del Destino
024-048-001	Escritorio Compartido
024-048-002	Goma de Borrar Perdida
024-048-003	Libros Compartidos
024-048-004	Deberes Copiados
024-048-005	Susurros Furtivos
024-048-006	Sueños en el Aula
024-048-007	Evasión de Pelota
024-048-008	Carrera a la Cafetería
024-048-009	Quedada Para Estudiar
024-048-010	Comentario Renovador
024-048-011	Asuntos Desconocidos
024-048-012	Señales de Engaño
024-048-013	Angustia de Examen
024-048-014	Aprobado por los Pelos
024-048-015	Libre de Libros
024-048-016	Limpieza Compartida
024-048-017	Siempre en su Cabeza
024-048-018	Sesión de Estudio Fallida
024-048-019	Notas Inesperadas
024-049		Evento de las Estrellas Mensual Reunión Agradecida
024-049-000	XP Agradecida (nvl. 1)
024-049-001	XP Agradecida (nvl. 2)
024-049-002	XP Agradecida (nvl. 3)
024-049-003	XP Agradecida (nvl. 4)
024-049-004	XP Agradecida (nvl. 5)
024-049-005	XP Agradecida (nvl. 6)
024-049-006	XP Agradecida (nvl. 7)
024-049-007	XP Agradecida (nvl. 8)
024-049-008	XP Agradecida (nvl. 9)
024-049-009	XP Agradecida (nvl. máx.)
024-050		Desafío de Mayo
024-050-000	Enfermedad (nvl. 1)
024-050-001	Enfermedad (nvl. 2)
024-050-002	Enfermedad (nvl. 3)
024-050-003	Enfermedad (nvl. 4)
024-050-004	Enfermedad (nvl. 5)
024-050-005	Enfermedad (nvl. 6)
024-050-006	Enfermedad (nvl. 7)
024-050-007	Enfermedad (nvl. 8)
024-050-008	Enfermedad (nvl. 9)
024-050-009	Enfermedad (nvl. 10)
024-051		Desafío de Mayo II
024-051-000	De Nuevo (nvl. 11)
024-051-001	De Nuevo (nvl. 12)
024-051-002	De Nuevo (nvl. 13)
024-051-003	De Nuevo (nvl. 14)
024-051-004	De Nuevo (nvl. 15)
024-051-005	De Nuevo (nvl. 16)
024-051-006	De Nuevo (nvl. 17)
024-051-007	De Nuevo (nvl. 18)
024-051-008	De Nuevo (nvl. 19)
024-051-009	De Nuevo (nvl. máx.)
024-052		#01 La Capilla Fantasma
024-052-000	Encantamiento del Novio
024-052-001	Cura Mordedor
024-052-002	Asistente Transparente
024-052-003	Discurso Ahogado
024-052-004	Coro Maldito
024-052-005	Zombi Vegetariano
024-052-006	Órgano Autónomo
024-052-007	Regalos de Poltergeist
024-052-008	Agua Bendita de Grifo
024-052-009	Descanso Eterno
024-053		Desafío de Fases de Duelo
024-053-000	Duelo en la Pradera (Vanguardia)
024-053-001	Duelo en la Pradera (Élite)
024-053-002	Duelo en la Pradera (Comandante)
024-053-003	Duelo al Atardecer (Vanguardia)
024-053-004	Duelo al Atardecer (Élite)
024-053-005	Duelo al Atardecer (Comandante)
024-053-006	Duelo bajo las Estrellas (Vanguardia)
024-053-007	Duelo bajo las Estrellas (Élite)
024-053-008	Duelo bajo las Estrellas (Comandante)
024-053-009	Duelo en las Dunas (Vanguardia)
024-053-010	Duelo en las Dunas (Élite)
024-053-011	Duelo en las Dunas (Comandante)
024-053-012	Duelo en Campos de Lava (Vanguardia)
024-053-013	Duelo en Campos de Lava (Élite)
024-053-014	Duelo en Campos de Lava (Comandante)
024-053-015	Duelo Bajo el Mar (Vanguardia)
024-053-016	Duelo Bajo el Mar (Élite)
024-053-017	Duelo Bajo el Mar (Comandante)
024-054		Desafío de Arena de Pares
024-054-000	Cuartos de Final de Aprendiz
024-054-001	Semifinal de Aprendiz
024-054-002	Final de Aprendiz
024-054-003	Cuartos de Final de Principiante
024-054-004	Semifinal de Principiante
024-054-005	Final de Principiante
024-054-006	Cuartos de Final de Hábil
024-054-007	Semifinal de Hábil
024-054-008	Final de Hábil
024-054-009	Cuartos de Final de Profesional
024-054-010	Semifinal de Profesional
024-054-011	Final de Profesional
024-054-012	Cuartos de Final de Experto
024-054-013	Semifinal de Experto
024-054-014	Final de Experto
024-054-015	Cuartos de Final de Maestro
024-054-016	Semifinal de Maestro
024-054-017	Final de Maestro
024-055		Isla del tesoro escondido
024-055-000	Alba Carmesí
024-055-001	Alba Alegre
024-055-002	Alba de Ébano
024-055-003	Alba Sagrada
024-055-004	Alba Celeste
024-055-005	Alba Podrida
024-055-006	Alba Adamantina
024-055-007	Cumbre Carmesí
024-055-008	Cumbre Alegre
024-055-009	Cumbre de Ébano
024-055-010	Cumbre Sagrada
024-055-011	Cumbre Celeste
024-055-012	Cumbre Podrida
024-055-013	Cumbre Adamantina
024-055-014	Refugio Carmesí
024-055-015	Refugio Alegre
024-055-016	Refugio de Ébano
024-055-017	Refugio Sagrado
024-055-018	Refugio Celeste
024-055-019	Refugio Podrido
024-055-020	Refugio Adamantino
024-056		#02 Noche de demonios
024-056-000	Desfile (nvl. 1)
024-056-001	Desfile (nvl. 2)
024-056-002	Desfile (nvl. 3)
024-056-003	Desfile (nvl. 4)
024-056-004	Desfile (nvl. 5)
024-056-005	Desfile (nvl. 6)
024-056-006	Desfile (nvl. 7)
024-056-007	Desfile (nvl. 8)
024-056-008	Desfile (nvl. 9)
024-056-009	Desfile (nvl. máx.)
024-058		Noche 2: Entrega de Nochebuena
024-058-000	Entrega (nvl. 1)
024-058-001	Entrega (nvl. 2)
024-058-002	Entrega (nvl. 3)
024-058-003	Entrega (nvl. 4)
024-058-004	Entrega (nvl. 5)
024-058-005	Entrega (nvl. 6)
024-058-006	Entrega (nvl. 7)
024-058-007	Entrega (nvl. 8)
024-058-008	Entrega (nvl. 9)
024-058-009	Entrega (nvl. máx.)
024-059		¡Año Nuevo Colosal!
024-059-000	Año del Conejo (nvl. 1)
024-059-001	Año del Conejo (nvl. 2)
024-059-002	Año del Conejo (nvl. 3)
024-059-003	Año del Conejo (nvl. 4)
024-059-004	Año del Conejo (nvl. 5)
024-059-005	Año del Conejo (nvl. 6)
024-059-006	Año del Conejo (nvl. 7)
024-059-007	Año del Conejo (nvl. 8)
024-059-008	Año del Conejo (nvl. 9)
024-059-009	Año del Conejo (nvl. máx.)
024-060		Horda de Gatos Defensores
024-060-000	Protección mortal nvl. 1
024-060-001	Protección mortal nvl. 2
024-060-002	Protección mortal nvl. 3
024-060-003	Protección mortal nvl. 4
024-060-004	Protección mortal nvl. 5
024-060-005	Protección mortal nvl. 6
024-060-006	Protección mortal nvl. 7
024-060-007	Protección mortal nvl. 8
024-060-008	Protección mortal nvl. 9
024-060-009	Protección mortal nvl. máx.
024-061		Ataque de los augurios
024-061-000	Tres augurios (nvl. 1)
024-061-001	Tres augurios (nvl. 2)
024-061-002	Tres augurios (nvl. 3)
024-061-003	Tres augurios (nvl. 4)
024-061-004	Tres augurios (nvl. 5)
024-061-005	Tres augurios (nvl. 6)
024-061-006	Tres augurios (nvl. 7)
024-061-007	Tres augurios (nvl. 8)
024-061-008	Tres augurios (nvl. 9)
024-061-009	Tres augurios (nvl. 10)
024-061-010	Tres augurios (nvl. 11)
024-061-011	Tres augurios (nvl. 12)
024-061-012	Tres augurios (nvl. 13)
024-061-013	Tres augurios (nvl. 14)
024-061-014	Tres augurios (nvl. 15)
024-061-015	Tres augurios (nvl. 16)
024-061-016	Tres augurios (nvl. 17)
024-061-017	Tres augurios (nvl. 18)
024-061-018	Tres augurios (nvl. 19)
024-061-019	Tres augurios (nvl. máx.)

025			Enigma Stages
025-000		Campos de Aitum
025-000-000	Guerra de Trincheras (Demencial)
025-001		Valle Vitamínico
025-001-000	El Precipicio (Demencial)
025-002		Cazatiques
025-002-000	Corral Animal (Mortal)
025-003		Choza Espiritual
025-003-000	Hora de Entrenamiento (Demencial)
025-004		Cueva Espiritual
025-004-000	Mes de Entrenamiento (Mortal)
025-005		Laberinto Espiritual
025-005-000	Año de Entrenamiento (Mortal)
025-006		Cueva de Cimofana
025-006-000	10 m de Profundidad (Mortal)
025-007		Volcán Vitamínico
025-007-000	Lago de Lava (Demencial)
025-008		Cazatiques G
025-008-000	Nido Monstruoso (Mortal)
025-009		Base Roja
025-009-000	Santuario Base (Mortal)
025-010		Cima Roja
025-010-000	Santuario Cima (Inhumano)
025-011		Frontera Roja
025-011-000	Santuario Frontera (Inhumano)
025-012		Base Voladora
025-012-000	Santuario Base (Mortal)
025-013		Cima Voladora
025-013-000	Santuario Cima (Inhumano)
025-014		Frontera Voladora
025-014-000	Santuario Frontera (Inhumano)
025-015		Base Negra
025-015-000	Santuario Base (Mortal)
025-016		Cima Negra
025-016-000	Santuario Cima (Inhumano)
025-017		Frontera Negra
025-017-000	Santuario Frontera (Inhumano)
025-018		Base Angelical
025-018-000	Santuario Base (Mortal)
025-019		Cima Angelical
025-019-000	Santuario Cima (Inhumano)
025-020		Frontera Angelical
025-020-000	Santuario Frontera (Inhumano)
025-021		Base Alien
025-021-000	Santuario Base (Mortal)
025-022		Cima Alien
025-022-000	Santuario Cima (Inhumano)
025-023		Frontera Alien
025-023-000	Santuario Frontera (Inhumano)
025-024		Base Zombi
025-024-000	Santuario Base (Mortal)
025-025		Cima Zombi
025-025-000	Santuario Cima (Inhumano)
025-026		Frontera Zombi
025-026-000	Santuario Frontera (Inhumano)
025-027		Base Metálica
025-027-000	Santuario Base (Mortal)
025-028		Cima Metálica
025-028-000	Santuario Cima (Inhumano)
025-029		Frontera Metálica
025-029-000	Santuario Frontera (Inhumano)
025-030		Escondite Ruinoso
025-030-000	Caza de Bichos Vespertina
025-031		Escondite Estiloso
025-031-000	Caza de Bichos Nocturna
025-032		Escondite Perfecto
025-032-000	Caza de Bichos a Medianoche
025-051		Escondite Ruinoso
025-051-000	Caza de Bichos Vespertina
025-052		Escondite Ruinoso
025-052-000	Caza de Bichos Vespertina
025-053		Escondite Ruinoso
025-053-000	Caza de Bichos Vespertina
025-054		Escondite Estiloso
025-054-000	Caza de Bichos Nocturna
025-055		Escondite Estiloso
025-055-000	Caza de Bichos Nocturna
025-056		Escondite Estiloso
025-056-000	Caza de Bichos Nocturna
025-057		Escondite Perfecto
025-057-000	Caza de Bichos a Medianoche
025-058		Escondite Perfecto
025-058-000	Caza de Bichos a Medianoche
025-059		Escondite Perfecto
025-059-000	Caza de Bichos a Medianoche
025-060		Mapa del Cazador I
025-060-000	Bosque de Piedras Moradas 1
025-060-001	Bosque de Piedras Rojas 1
025-061		Mapa del Cazador II
025-061-000	Bosque de Piedras Moradas 2
025-061-001	Bosque de Piedras Rojas 2
025-061-002	Desierto de Piedras Azules 2
025-061-003	Desierto de Piedras Verdes 2
025-062		Mapa del Cazador III
025-062-000	Bosque de Piedras Moradas 3
025-062-001	Desierto de Piedras Azules 3
025-062-002	Desierto de Piedras Verdes 3
025-062-003	Bosque de Piedras Rojas 3
025-062-004	Volcán de Piedras Amarillas 3
025-063		Origen del Mal Instinto
025-063-000	Santuario Base (Mortal)
025-064		Cumbre del Mal Instinto
025-064-000	Santuario Cima (Inhumano)
025-065		Refugio del Mal Instinto
025-065-000	Santuario Frontera (Inhumano)
025-066		Mapa del Cazador IV
025-066-000	Bosque de Piedras Moradas IV
025-066-001	Desierto de Piedras Verdes IV
025-066-002	Bosque de Piedras Rojas IV
025-066-003	Desierto de Piedras Azules IV
025-066-004	Volcán de Piedras Amarillas IV

027			Collab Baron Stages
027-000		Messier's Assault
027-000-000	Tierra de Sueños (nvl. 1)
027-000-001	Tierra de Sueños (nvl. 2)
027-000-002	Tierra de Sueños (nvl. 3)
027-000-003	Tierra de Sueños (nvl. 4)
027-000-004	Tierra de Sueños (nvl. 5)
027-000-005	Tierra de Sueños (nvl. 6)
027-000-006	Tierra de Sueños (nvl. 7)
027-000-007	Tierra de Sueños (nvl. 8)
027-000-008	Tierra de Sueños (nvl. 9)
027-000-009	Tierra de Sueños (nvl. 10)
027-000-010	Tierra de Sueños (nvl. 11)
027-000-011	Tierra de Sueños (nvl. 12)
027-000-012	Tierra de Sueños (nvl. 13)
027-000-013	Tierra de Sueños (nvl. 14)
027-000-014	Tierra de Sueños (nvl. 15)
027-000-015	Tierra de Sueños (nvl. 16)
027-000-016	Tierra de Sueños (nvl. 17)
027-000-017	Tierra de Sueños (nvl. 18)
027-000-018	Tierra de Sueños (nvl. 19)
027-000-019	Tierra de Sueños (nvl. 20)
027-002		The Devils Strike!
027-002-000	Nether Reaches Lv.1
027-002-001	Nether Reaches Lv.2
027-002-002	Nether Reaches Lv.3
027-002-003	Nether Reaches Lv.4
027-002-004	Nether Reaches Lv.5
027-002-005	Nether Reaches Lv.6
027-002-006	Nether Reaches Lv.7
027-002-007	Nether Reaches Lv.8
027-002-008	Nether Reaches Lv.9
027-002-009	Nether Reaches Lv.10
027-002-010	Nether Reaches Lv.11
027-002-011	Nether Reaches Lv.12
027-002-012	Nether Reaches Lv.13
027-002-013	Nether Reaches Lv.14
027-002-014	Nether Reaches Lv.15
027-002-015	Nether Reaches Lv.16
027-002-016	Nether Reaches Lv.17
027-002-017	Nether Reaches Lv.18
027-002-018	Nether Reaches Lv.19
027-002-019	Nether Reaches Lv.20
027-003		The Angels Strike!
027-003-000	Heaven's Gate Lv.1
027-003-001	Heaven's Gate Lv.2
027-003-002	Heaven's Gate Lv.3
027-003-003	Heaven's Gate Lv.4
027-003-004	Heaven's Gate Lv.5
027-003-005	Heaven's Gate Lv.6
027-003-006	Heaven's Gate Lv.7
027-003-007	Heaven's Gate Lv.8
027-003-008	Heaven's Gate Lv.9
027-003-009	Heaven's Gate Lv.10
027-003-010	Heaven's Gate Lv.11
027-003-011	Heaven's Gate Lv.12
027-003-012	Heaven's Gate Lv.13
027-003-013	Heaven's Gate Lv.14
027-003-014	Heaven's Gate Lv.15
027-003-015	Heaven's Gate Lv.16
027-003-016	Heaven's Gate Lv.17
027-003-017	Heaven's Gate Lv.18
027-003-018	Heaven's Gate Lv.19
027-003-019	Heaven's Gate Lv.20
027-004		Trials of Merc Storia!
027-004-000	Healer & Co. Lv.1
027-004-001	Healer & Co. Lv.2
027-004-002	Healer & Co. Lv.3
027-004-003	Healer & Co. Lv.4
027-004-004	Healer & Co. Lv.5
027-004-005	Healer & Co. Lv.6
027-004-006	Healer & Co. Lv.7
027-004-007	Healer & Co. Lv.8
027-004-008	Healer & Co. Lv.9
027-004-009	Healer & Co. Lv.10
027-004-010	Healer & Co. Lv.11
027-004-011	Healer & Co. Lv.12
027-004-012	Healer & Co. Lv.13
027-004-013	Healer & Co. Lv.14
027-004-014	Healer & Co. Lv.15
027-004-015	Healer & Co. Lv.16
027-004-016	Healer & Co. Lv.17
027-004-017	Healer & Co. Lv.18
027-004-018	Healer & Co. Lv.19
027-004-019	Healer & Co. Lv.20
027-005		Electric Diva Strikes!
027-005-000	1st Song
027-005-001	2nd Song
027-005-002	3rd Song
027-005-003	4th Song
027-005-004	5th Song
027-005-005	6th Song
027-005-006	7th Song
027-005-007	8th Song
027-005-008	9th Song
027-005-009	10th Song
027-005-010	11th Song
027-005-011	12th Song
027-005-012	13th Song
027-005-013	14th Song
027-005-014	15th Song
027-005-015	16th Song
027-005-016	17th Song
027-005-017	18th Song
027-005-018	19th Song
027-005-019	Last Song
027-007		Heralds of The End
027-007-000	WARNING Lv.1
027-007-001	WARNING Lv.2
027-007-002	WARNING Lv.3
027-007-003	WARNING Lv.4
027-007-004	WARNING Lv.5
027-007-005	WARNING Lv.6
027-007-006	WARNING Lv.7
027-007-007	WARNING Lv.8
027-007-008	WARNING Lv.9
027-007-009	WARNING Lv.10
027-007-010	WARNING Lv.11
027-007-011	WARNING Lv.12
027-007-012	WARNING Lv.13
027-007-013	WARNING Lv.14
027-007-014	WARNING Lv.15
027-007-015	WARNING Lv.16
027-007-016	WARNING Lv.17
027-007-017	WARNING Lv.18
027-007-018	WARNING Lv.19
027-007-019	WARNING Lv.20
027-008		Test of Might: Ranma 1/2
027-008-000	Showdown! : Part 1
027-008-001	Showdown! : Part 2
027-008-002	Showdown! : Part 3
027-008-003	Showdown! : Part 4
027-008-004	Showdown! : Part 5
027-008-005	Showdown! : Part 6
027-008-006	Showdown! : Part 7
027-008-007	Showdown! : Part 8
027-008-008	Showdown! : Part 9
027-008-009	Showdown! : Part 10
027-008-010	Showdown! : Part 11
027-008-011	Showdown! : Part 12
027-008-012	Showdown! : Part 13
027-008-013	Showdown! : Part 14
027-008-014	Showdown! : Part 15
027-008-015	Showdown! : Part 16
027-008-016	Showdown! : Part 17
027-008-017	Showdown! : Part 18
027-008-018	Showdown! : Part 19
027-008-019	Showdown! : Part 20
027-009		Walpurgisnacht
027-009-000	Stagebuilding Witch: Cycle 1
027-009-001	Stagebuilding Witch: Cycle 2
027-009-002	Stagebuilding Witch: Cycle 3
027-009-003	Stagebuilding Witch: Cycle 4
027-009-004	Stagebuilding Witch: Cycle 5
027-009-005	Stagebuilding Witch: Cycle 6
027-009-006	Stagebuilding Witch: Cycle 7
027-009-007	Stagebuilding Witch: Cycle 8
027-009-008	Stagebuilding Witch: Cycle 9
027-009-009	Stagebuilding Witch: Cycle XX
027-012		Test of Might: "Ranma 1/2"
027-012-000	Showdown! : Part 1
027-012-001	Showdown! : Part 2
027-012-002	Showdown! : Part 3
027-012-003	Showdown! : Part 4
027-012-004	Showdown! : Part 5
027-012-005	Showdown! : Part 6
027-012-006	Showdown! : Part 7
027-012-007	Showdown! : Part 8
027-012-008	Showdown! : Part 9
027-012-009	Showdown! : Part 10
027-012-010	Showdown! : Part 11
027-012-011	Showdown! : Part 12
027-012-012	Showdown! : Part 13
027-012-013	Showdown! : Part 14
027-012-014	Showdown! : Part 15
027-012-015	Showdown! : Part 16
027-012-016	Showdown! : Part 17
027-012-017	Showdown! : Part 18
027-012-018	Showdown! : Part 19
027-012-019	Showdown! : Part 20
027-012-020	Showdown! : Part 21
027-012-021	Showdown! : Part 22
027-012-022	Showdown! : Part 23
027-012-023	Showdown! : Part 24
027-012-024	Showdown! : Part 25
027-012-025	Showdown! : Part 26
027-012-026	Showdown! : Part 27
027-012-027	Showdown! : Part 28
027-012-028	Showdown! : Part 29
027-013		Manbosaki Strikes!
027-013-000	Sudden Death Lv.1
027-013-001	Sudden Death Lv.2
027-013-002	Sudden Death Lv.3
027-013-003	Sudden Death Lv.4
027-013-004	Sudden Death Lv.5
027-013-005	Sudden Death Lv.6
027-013-006	Sudden Death Lv.7
027-013-007	Sudden Death Lv.8
027-013-008	Sudden Death Lv.9
027-013-009	Sudden Death Lv.10
027-013-010	Sudden Death Lv.11
027-013-011	Sudden Death Lv.12
027-013-012	Sudden Death Lv.13
027-013-013	Sudden Death Lv.14
027-013-014	Sudden Death Lv.15
027-013-015	Sudden Death Lv.16
027-013-016	Sudden Death Lv.17
027-013-017	Sudden Death Lv.18
027-013-018	Sudden Death Lv.19
027-013-019	Sudden Death Lv.MAX
027-014		Gauntlet of Servants
027-014-000	Grail War: Day 1
027-014-001	Grail War: Day 2
027-014-002	Grail War: Day 3
027-014-003	Grail War: Day 4
027-014-004	Grail War: Day 5
027-014-005	Grail War: Day 6
027-014-006	Grail War: Day 7
027-014-007	Grail War: Day 8
027-014-008	Grail War: Day 9
027-014-009	Grail War: Day 10
027-014-010	Grail War: Day 11
027-014-011	Grail War: Day 12
027-014-012	Grail War: Day 13
027-014-013	Grail War: Day 14
027-014-014	Grail War: Day 15
027-014-015	Grail War: Day 16
027-014-016	Grail War: Day 17
027-014-017	Grail War: Day 18
027-014-018	Grail War: Day 19
027-014-019	Grail War: Final Day

031			Behemoth Culling Stages
031-000		Bosque Oculto de Gapra
031-000-000	Zona Boscosa 1
031-000-001	Zona Boscosa 2
031-000-002	Zona Boscosa 3
031-000-003	Zona Boscosa 4
031-000-004	Zona de la Jungla Profunda 5
031-000-005	Zona de la Jungla Profunda 6
031-000-006	Zona de la Jungla Profunda 7
031-000-007	Zona de la Jungla Profunda 8
031-000-008	Zona de la Jungla Profunda 9
031-000-009	Zona de la Jungla Profunda 10
031-000-010	Zona de la Jungla Aguacero 11
031-000-011	Zona de la Jungla Aguacero 12
031-000-012	Zona de la Jungla Aguacero 13
031-000-013	Zona de la Jungla Aguacero 14
031-000-014	Zona de la Jungla Aguacero 15
031-000-015	Zona de la Jungla Aguacero 16
031-000-016	Zona del Bosque Primitivo 17
031-001		Desierto de Ashvini
031-001-000	Zona Baldía 1
031-001-001	Zona Baldía 2
031-001-002	Zona Baldía 3
031-001-003	Zona Baldía 4
031-001-004	Zona de la Arena Ardiente 5
031-001-005	Zona de la Arena Ardiente 6
031-001-006	Zona de la Arena Ardiente 7
031-001-007	Zona de la Arena Ardiente 8
031-001-008	Zona de la Arena Ardiente 9
031-001-009	Zona de la Arena Ardiente 10
031-001-010	Zona de la Arena Abrasadora 11
031-001-011	Zona de la Arena Ardiente 12
031-001-012	Zona de la Arena Ardiente 13
031-001-013	Zona de la Arena Ardiente 14
031-001-014	Zona de la Arena Ardiente 15
031-001-015	Zona de la Arena Ardiente 16
031-001-016	Zona de la Tormenta de Arena 17
031-002		Volcán Jinfore
031-002-000	Zona del Túnel de Magma 1
031-002-001	Zona del Túnel de Magma 2
031-002-002	Zona del Túnel de Magma 3
031-002-003	Zona del Túnel de Magma 4
031-002-004	Zona de las Cuevas de Lava 5
031-002-005	Zona de las Cuevas de Lava 6
031-002-006	Zona de las Cuevas de Lava 7
031-002-007	Zona de las Cuevas de Lava 8
031-002-008	Zona de las Cuevas de Lava 9
031-002-009	Zona de las Cuevas de Lava 10
031-002-010	Zona del Cráter Infernal 11
031-002-011	Zona del Cráter Infernal 12
031-002-012	Zona del Cráter Infernal 13
031-002-013	Zona del Cráter Infernal 14
031-002-014	Zona del Cráter Infernal 15
031-002-015	Zona del Cráter Infernal 16
031-002-016	Zona de la Caverna en Erupción 17

033			Profundidades
033-000		Profundidades
033-000-000	Bajo Tierra S1~9
033-000-001	Bajo Tierra S1~9
033-000-002	Bajo Tierra S1~9
033-000-003	Bajo Tierra S1~9
033-000-004	Bajo Tierra S1~9
033-000-005	Bajo Tierra S1~9
033-000-006	Bajo Tierra S1~9
033-000-007	Bajo Tierra S1~9
033-000-008	Bajo Tierra S1~9
033-000-009	Bajo Tierra S11~19/21~29
033-000-010	Bajo Tierra S11~19/21~29
033-000-011	Bajo Tierra S11~19/21~29
033-000-012	Bajo Tierra S11~19/21~29
033-000-013	Bajo Tierra S11~19/21~29
033-000-014	Bajo Tierra S11~19/21~29
033-000-015	Bajo Tierra S11~19/21~29
033-000-016	Bajo Tierra S11~19/21~29
033-000-017	Bajo Tierra S11~19/21~29
033-000-018	Bajo Tierra S11~19/21~29
033-000-019	Bajo Tierra S11~19/21~29
033-000-020	Bajo Tierra S11~19/21~29
033-000-021	Bajo Tierra S11~19/21~29
033-000-022	Bajo Tierra S11~19/21~29
033-000-023	Bajo Tierra S11~19/21~29
033-000-024	Bajo Tierra S11~19/21~29
033-000-025	Bajo Tierra S11~19/21~29
033-000-026	Bajo Tierra S11~19/21~29
033-000-027	Bajo Tierra S31~39/41~49/51~59
033-000-028	Bajo Tierra S31~39/41~49/51~59
033-000-029	Bajo Tierra S31~39/41~49/51~59
033-000-030	Bajo Tierra S31~39/41~49/51~59
033-000-031	Bajo Tierra S31~39/41~49/51~59
033-000-032	Bajo Tierra S31~39/41~49/51~59
033-000-033	Bajo Tierra S31~39/41~49/51~59
033-000-034	Bajo Tierra S31~39/41~49/51~59
033-000-035	Bajo Tierra S31~39/41~49/51~59
033-000-036	Bajo Tierra S31~39/41~49/51~59
033-000-037	Bajo Tierra S31~39/41~49/51~59
033-000-038	Bajo Tierra S31~39/41~49/51~59
033-000-039	Bajo Tierra S31~39/41~49/51~59
033-000-040	Bajo Tierra S31~39/41~49/51~59
033-000-041	Bajo Tierra S31~39/41~49/51~59
033-000-042	Bajo Tierra S31~39/41~49/51~59
033-000-043	Bajo Tierra S31~39/41~49/51~59
033-000-044	Bajo Tierra S31~39/41~49/51~59
