000			Story of Legends
024-060-001	Protection mortelle niv. 2
024-060-002	Protection mortelle niv. 3
024-060-003	Protection mortelle niv. 4
024-060-004	Protection mortelle niv. 5
024-060-005	Protection mortelle niv. 6
024-060-006	Protection mortelle niv. 7
024-060-007	Protection mortelle niv. 8
024-060-008	Protection mortelle niv. 9
024-060-009	Protection mortelle niv. max
024-061		Attaque des présages
024-061-000	Trois présages niv. 1
024-061-001	Trois présages niv. 2
024-061-002	Trois présages niv. 3
024-061-003	Trois présages niv. 4
024-061-004	Trois présages niv. 5
024-061-005	Trois présages niv. 6
024-061-006	Trois présages niv. 7
024-061-007	Trois présages niv. 8
024-061-008	Trois présages niv. 9
024-061-009	Trois présages niv. 10
024-061-010	Trois présages niv. 11
024-061-011	Trois présages niv. 12
024-061-012	Trois présages niv. 13
024-061-013	Trois présages niv. 14
024-061-014	Trois présages niv. 15
024-061-015	Trois présages niv. 16
024-061-016	Trois présages niv. 17
024-061-017	Trois présages niv. 18
024-061-018	Trois présages niv. 19
024-061-019	Trois présages niv. max

025			Enigma Stages
025-000		Champs Aitum
025-000-000	Guerre de tranchées (maniaque)
025-001		Vallée des vitamines
025-001-000	Le précipice (maniaque)
025-002		Chasseur de tickets
025-002-000	Perchoir bestial (mortel)
025-003		Cahute de l’esprit
025-003-000	Entraînement d’une heure (maniaque)
025-004		Grotte de l’esprit
025-004-000	Entraînement d’un mois (mortel)
025-005		Labyrinthe de l’esprit
025-005-000	Entraînement d’un an (mortel)
025-006		Grotte de cymophane
025-006-000	10 mètres de fond (mortel)
025-007		Volcan des vitamines
025-007-000	Lac de lave (maniaque)
025-008		Chasseur de tickets G
025-008-000	Nid du monstre (mortel)
025-009		Berceau rouge
025-009-000	Sanctuaire de berceau (mortel)
025-010		Sommet rouge
025-010-000	Sanctuaire de sommet (sans répit)
025-011		Frontière rouge
025-011-000	Sanctuaire de frontière (sans répit)
025-012		Berceau céleste
025-012-000	Sanctuaire de berceau (mortel)
025-013		Sommet céleste
025-013-000	Sanctuaire de sommet (sans répit)
025-014		Frontière céleste
025-014-000	Sanctuaire de frontière (sans répit)
025-015		Berceau noir
025-015-000	Sanctuaire de berceau (mortel)
025-016		Sommet noir
025-016-000	Sanctuaire de sommet (sans répit)
025-017		Frontière noire
025-017-000	Sanctuaire de frontière (sans répit)
025-018		Berceau sacré
025-018-000	Sanctuaire de berceau (mortel)
025-019		Sommet sacré
025-019-000	Sanctuaire de sommet (sans répit)
025-020		Frontière sacrée
025-020-000	Sanctuaire de frontière (sans répit)
025-021		Berceau cosmique
025-021-000	Sanctuaire de berceau (mortel)
025-022		Sommet cosmique
025-022-000	Sanctuaire de sommet (sans répit)
025-023		Frontière cosmique
025-023-000	Sanctuaire de frontière (sans répit)
025-024		Nécro-berceau
025-024-000	Sanctuaire de berceau (mortel)
025-025		Nécro-sommet
025-025-000	Sanctuaire de sommet (sans répit)
025-026		Nécro-frontière
025-026-000	Sanctuaire de frontière (sans répit)
025-027		Berceau d’acier
025-027-000	Sanctuaire de berceau (mortel)
025-028		Sommet d’acier
025-028-000	Sanctuaire de sommet (sans répit)
025-029		Frontière d’acier
025-029-000	Sanctuaire de frontière (sans répit)
025-030		Cachette délabrée
025-030-000	Chasse aux insectes (après-midi)
025-031		Cachette stylée
025-031-000	Chasse aux insectes (soir)
025-032		Cachette parfaite
025-032-000	Chasse aux insectes (minuit)
025-051		Cachette délabrée
025-051-000	Chasse aux insectes (après-midi)
025-052		Cachette délabrée
025-052-000	Chasse aux insectes (après-midi)
025-053		Cachette délabrée
025-053-000	Chasse aux insectes (après-midi)
025-054		Cachette stylée
025-054-000	Chasse aux insectes (soir)
025-055		Cachette stylée
025-055-000	Chasse aux insectes (soir)
025-056		Cachette stylée
025-056-000	Chasse aux insectes (soir)
025-057		Cachette parfaite
025-057-000	Chasse aux insectes (minuit)
025-058		Cachette parfaite
025-058-000	Chasse aux insectes (minuit)
025-059		Cachette parfaite
025-059-000	Chasse aux insectes (minuit)
025-060		Cachette parfaite
025-060-000	Forêt de pierre violette 1
025-060-001	Forêt de pierre rouge 1
025-061		Cachette parfaite
025-061-000	Forêt de pierre violette 2
025-061-001	Forêt de pierre rouge 2
025-061-002	Désert de pierre bleue 2
025-061-003	Désert de pierre verte 2
025-062		Cachette parfaite
025-062-000	Forêt de pierre violette 3
025-062-001	Désert de pierre bleue 3
025-062-002	Désert de pierre verte 3
025-062-003	Forêt de pierre rouge 3
025-062-004	Volcan de pierre jaune 3
025-063		Origine du vil instinct
025-063-000	Sanctuaire du berceau (mortel)
025-064		Apogée du vil instinct
025-064-000	Sanctuaire du sommet (sans répit)
025-065		Refuge du vil instinct
025-065-000	Sanctuaire de la frontière (sans répit)
025-066		Carte du chasseur IV
025-066-000	Forêt de pierre violette IV
025-066-001	Désert de pierre verte IV
025-066-002	Forêt de pierre rouge IV
025-066-003	Désert de pierre bleue IV
025-066-004	Volcan de pierre jaune IV

027			Collab Baron Stages
027-000		Messier's Assault
027-000-000	Pays des rêves niv. 1
027-000-001	Pays des rêves niv. 2
027-000-002	Pays des rêves niv. 3
027-000-003	Pays des rêves niv. 4
027-000-004	Pays des rêves niv. 5
027-000-005	Pays des rêves niv. 6
027-000-006	Pays des rêves niv. 7
027-000-007	Pays des rêves niv. 8
027-000-008	Pays des rêves niv. 9
027-000-009	Pays des rêves niv. 10
027-000-010	Pays des rêves niv. 11
027-000-011	Pays des rêves niv. 12
027-000-012	Pays des rêves niv. 13
027-000-013	Pays des rêves niv. 14
027-000-014	Pays des rêves niv. 15
027-000-015	Pays des rêves niv. 16
027-000-016	Pays des rêves niv. 17
027-000-017	Pays des rêves niv. 18
027-000-018	Pays des rêves niv. 19
027-000-019	Pays des rêves niv. 20
027-002		The Devils Strike!
027-002-000	Nether Reaches Lv.1
027-002-001	Nether Reaches Lv.2
027-002-002	Nether Reaches Lv.3
027-002-003	Nether Reaches Lv.4
027-002-004	Nether Reaches Lv.5
027-002-005	Nether Reaches Lv.6
027-002-006	Nether Reaches Lv.7
027-002-007	Nether Reaches Lv.8
027-002-008	Nether Reaches Lv.9
027-002-009	Nether Reaches Lv.10
027-002-010	Nether Reaches Lv.11
027-002-011	Nether Reaches Lv.12
027-002-012	Nether Reaches Lv.13
027-002-013	Nether Reaches Lv.14
027-002-014	Nether Reaches Lv.15
027-002-015	Nether Reaches Lv.16
027-002-016	Nether Reaches Lv.17
027-002-017	Nether Reaches Lv.18
027-002-018	Nether Reaches Lv.19
027-002-019	Nether Reaches Lv.20
027-003		The Angels Strike!
027-003-000	Heaven's Gate Lv.1
027-003-001	Heaven's Gate Lv.2
027-003-002	Heaven's Gate Lv.3
027-003-003	Heaven's Gate Lv.4
027-003-004	Heaven's Gate Lv.5
027-003-005	Heaven's Gate Lv.6
027-003-006	Heaven's Gate Lv.7
027-003-007	Heaven's Gate Lv.8
027-003-008	Heaven's Gate Lv.9
027-003-009	Heaven's Gate Lv.10
027-003-010	Heaven's Gate Lv.11
027-003-011	Heaven's Gate Lv.12
027-003-012	Heaven's Gate Lv.13
027-003-013	Heaven's Gate Lv.14
027-003-014	Heaven's Gate Lv.15
027-003-015	Heaven's Gate Lv.16
027-003-016	Heaven's Gate Lv.17
027-003-017	Heaven's Gate Lv.18
027-003-018	Heaven's Gate Lv.19
027-003-019	Heaven's Gate Lv.20
027-004		Trials of Merc Storia!
027-004-000	Healer & Co. Lv.1
027-004-001	Healer & Co. Lv.2
027-004-002	Healer & Co. Lv.3
027-004-003	Healer & Co. Lv.4
027-004-004	Healer & Co. Lv.5
027-004-005	Healer & Co. Lv.6
027-004-006	Healer & Co. Lv.7
027-004-007	Healer & Co. Lv.8
027-004-008	Healer & Co. Lv.9
027-004-009	Healer & Co. Lv.10
027-004-010	Healer & Co. Lv.11
027-004-011	Healer & Co. Lv.12
027-004-012	Healer & Co. Lv.13
027-004-013	Healer & Co. Lv.14
027-004-014	Healer & Co. Lv.15
027-004-015	Healer & Co. Lv.16
027-004-016	Healer & Co. Lv.17
027-004-017	Healer & Co. Lv.18
027-004-018	Healer & Co. Lv.19
027-004-019	Healer & Co. Lv.20
027-005		Electric Diva Strikes!
027-005-000	1st Song
027-005-001	2nd Song
027-005-002	3rd Song
027-005-003	4th Song
027-005-004	5th Song
027-005-005	6th Song
027-005-006	7th Song
027-005-007	8th Song
027-005-008	9th Song
027-005-009	10th Song
027-005-010	11th Song
027-005-011	12th Song
027-005-012	13th Song
027-005-013	14th Song
027-005-014	15th Song
027-005-015	16th Song
027-005-016	17th Song
027-005-017	18th Song
027-005-018	19th Song
027-005-019	Last Song
027-007		Heralds of The End
027-007-000	WARNING Lv.1
027-007-001	WARNING Lv.2
027-007-002	WARNING Lv.3
027-007-003	WARNING Lv.4
027-007-004	WARNING Lv.5
027-007-005	WARNING Lv.6
027-007-006	WARNING Lv.7
027-007-007	WARNING Lv.8
027-007-008	WARNING Lv.9
027-007-009	WARNING Lv.10
027-007-010	WARNING Lv.11
027-007-011	WARNING Lv.12
027-007-012	WARNING Lv.13
027-007-013	WARNING Lv.14
027-007-014	WARNING Lv.15
027-007-015	WARNING Lv.16
027-007-016	WARNING Lv.17
027-007-017	WARNING Lv.18
027-007-018	WARNING Lv.19
027-007-019	WARNING Lv.20
027-008		Test of Might: Ranma 1/2
027-008-000	Showdown! : Part 1
027-008-001	Showdown! : Part 2
027-008-002	Showdown! : Part 3
027-008-003	Showdown! : Part 4
027-008-004	Showdown! : Part 5
027-008-005	Showdown! : Part 6
027-008-006	Showdown! : Part 7
027-008-007	Showdown! : Part 8
027-008-008	Showdown! : Part 9
027-008-009	Showdown! : Part 10
027-008-010	Showdown! : Part 11
027-008-011	Showdown! : Part 12
027-008-012	Showdown! : Part 13
027-008-013	Showdown! : Part 14
027-008-014	Showdown! : Part 15
027-008-015	Showdown! : Part 16
027-008-016	Showdown! : Part 17
027-008-017	Showdown! : Part 18
027-008-018	Showdown! : Part 19
027-008-019	Showdown! : Part 20
027-009		Walpurgisnacht
027-009-000	Stagebuilding Witch: Cycle 1
027-009-001	Stagebuilding Witch: Cycle 2
027-009-002	Stagebuilding Witch: Cycle 3
027-009-003	Stagebuilding Witch: Cycle 4
027-009-004	Stagebuilding Witch: Cycle 5
027-009-005	Stagebuilding Witch: Cycle 6
027-009-006	Stagebuilding Witch: Cycle 7
027-009-007	Stagebuilding Witch: Cycle 8
027-009-008	Stagebuilding Witch: Cycle 9
027-009-009	Stagebuilding Witch: Cycle XX
027-012		Test of Might: "Ranma 1/2"
027-012-000	Showdown! : Part 1
027-012-001	Showdown! : Part 2
027-012-002	Showdown! : Part 3
027-012-003	Showdown! : Part 4
027-012-004	Showdown! : Part 5
027-012-005	Showdown! : Part 6
027-012-006	Showdown! : Part 7
027-012-007	Showdown! : Part 8
027-012-008	Showdown! : Part 9
027-012-009	Showdown! : Part 10
027-012-010	Showdown! : Part 11
027-012-011	Showdown! : Part 12
027-012-012	Showdown! : Part 13
027-012-013	Showdown! : Part 14
027-012-014	Showdown! : Part 15
027-012-015	Showdown! : Part 16
027-012-016	Showdown! : Part 17
027-012-017	Showdown! : Part 18
027-012-018	Showdown! : Part 19
027-012-019	Showdown! : Part 20
027-012-020	Showdown! : Part 21
027-012-021	Showdown! : Part 22
027-012-022	Showdown! : Part 23
027-012-023	Showdown! : Part 24
027-012-024	Showdown! : Part 25
027-012-025	Showdown! : Part 26
027-012-026	Showdown! : Part 27
027-012-027	Showdown! : Part 28
027-012-028	Showdown! : Part 29
027-013		Manbosaki Strikes!
027-013-000	Sudden Death Lv.1
027-013-001	Sudden Death Lv.2
027-013-002	Sudden Death Lv.3
027-013-003	Sudden Death Lv.4
027-013-004	Sudden Death Lv.5
027-013-005	Sudden Death Lv.6
027-013-006	Sudden Death Lv.7
027-013-007	Sudden Death Lv.8
027-013-008	Sudden Death Lv.9
027-013-009	Sudden Death Lv.10
027-013-010	Sudden Death Lv.11
027-013-011	Sudden Death Lv.12
027-013-012	Sudden Death Lv.13
027-013-013	Sudden Death Lv.14
027-013-014	Sudden Death Lv.15
027-013-015	Sudden Death Lv.16
027-013-016	Sudden Death Lv.17
027-013-017	Sudden Death Lv.18
027-013-018	Sudden Death Lv.19
027-013-019	Sudden Death Lv.MAX
027-014		Gauntlet of Servants
027-014-000	Grail War: Day 1
027-014-001	Grail War: Day 2
027-014-002	Grail War: Day 3
027-014-003	Grail War: Day 4
027-014-004	Grail War: Day 5
027-014-005	Grail War: Day 6
027-014-006	Grail War: Day 7
027-014-007	Grail War: Day 8
027-014-008	Grail War: Day 9
027-014-009	Grail War: Day 10
027-014-010	Grail War: Day 11
027-014-011	Grail War: Day 12
027-014-012	Grail War: Day 13
027-014-013	Grail War: Day 14
027-014-014	Grail War: Day 15
027-014-015	Grail War: Day 16
027-014-016	Grail War: Day 17
027-014-017	Grail War: Day 18
027-014-018	Grail War: Day 19
027-014-019	Grail War: Final Day

031			Behemoth Culling Stages
031-000		Forêt cachée de Gapra
031-000-000	Zone boisée 1
031-000-001	Zone boisée 2
031-000-002	Zone boisée 3
031-000-003	Zone boisée 4
031-000-004	Zone jungle profonde 5
031-000-005	Zone jungle profonde 6
031-000-006	Zone jungle profonde 7
031-000-007	Zone jungle profonde 8
031-000-008	Zone jungle profonde 9
031-000-009	Zone jungle profonde 10
031-000-010	Zone jungle torrentielle 11
031-000-011	Zone jungle torrentielle 12
031-000-012	Zone jungle torrentielle 13
031-000-013	Zone jungle torrentielle 14
031-000-014	Zone jungle torrentielle 15
031-000-015	Zone jungle torrentielle 16
031-000-016	Zone bois primitifs 17
031-001		Désert d'Ashvini
031-001-000	Zone rocailleuse 1
031-001-001	Zone rocailleuse 2
031-001-002	Zone rocailleuse 3
031-001-003	Zone rocailleuse 4
031-001-004	Zone sable brûlant 5
031-001-005	Zone sable brûlant 6
031-001-006	Zone sable brûlant 7
031-001-007	Zone sable brûlant 8
031-001-008	Zone sable brûlant 9
031-001-009	Zone sable brûlant 10
031-001-010	Zone sable torride 11
031-001-011	Zone sable torride 12
031-001-012	Zone sable torride 13
031-001-013	Zone sable torride 14
031-001-014	Zone sable torride 15
031-001-015	Zone sable torride 16
031-001-016	Zone tempête de sable 17
031-002		Volcan de Jinfore
031-002-000	Zone de tunnel de lave 1
031-002-001	Zone de tunnel de lave 2
031-002-002	Zone de tunnel de lave 3
031-002-003	Zone de tunnel de lave 4
031-002-004	Zone grottes de lave 5
031-002-005	Zone grottes de lave 6
031-002-006	Zone grottes de lave 7
031-002-007	Zone grottes de lave 8
031-002-008	Zone grottes de lave 9
031-002-009	Zone grottes de lave 10
031-002-010	Zone cratère infernal 11
031-002-011	Zone cratère infernal 12
031-002-012	Zone cratère infernal 13
031-002-013	Zone cratère infernal 14
031-002-014	Zone cratère infernal 15
031-002-015	Zone cratère infernal 16
031-002-016	Zone caverne volcanique 17

033			Abysse infini
033-000		Abysse infini
033-000-000	Souterrain niv. 1~9
033-000-001	Souterrain niv. 1~9
033-000-002	Souterrain niv. 1~9
033-000-003	Souterrain niv. 1~9
033-000-004	Souterrain niv. 1~9
033-000-005	Souterrain niv. 1~9
033-000-006	Souterrain niv. 1~9
033-000-007	Souterrain niv. 1~9
033-000-008	Souterrain niv. 1~9
033-000-009	Souterrain niv. 11~19/21~29
033-000-010	Souterrain niv. 11~19/21~29
033-000-011	Souterrain niv. 11~19/21~29
033-000-012	Souterrain niv. 11~19/21~29
033-000-013	Souterrain niv. 11~19/21~29
033-000-014	Souterrain niv. 11~19/21~29
033-000-015	Souterrain niv. 11~19/21~29
033-000-016	Souterrain niv. 11~19/21~29
033-000-017	Souterrain niv. 11~19/21~29
033-000-018	Souterrain niv. 11~19/21~29
033-000-019	Souterrain niv. 11~19/21~29
033-000-020	Souterrain niv. 11~19/21~29
033-000-021	Souterrain niv. 11~19/21~29
033-000-022	Souterrain niv. 11~19/21~29
033-000-023	Souterrain niv. 11~19/21~29
033-000-024	Souterrain niv. 11~19/21~29
033-000-025	Souterrain niv. 11~19/21~29
033-000-026	Souterrain niv. 11~19/21~29
033-000-027	Souterrain niv. 31~39/41~49/51~59
033-000-028	Souterrain niv. 31~39/41~49/51~59
033-000-029	Souterrain niv. 31~39/41~49/51~59
033-000-030	Souterrain niv. 31~39/41~49/51~59
033-000-031	Souterrain niv. 31~39/41~49/51~59
033-000-032	Souterrain niv. 31~39/41~49/51~59
033-000-033	Souterrain niv. 31~39/41~49/51~59
033-000-034	Souterrain niv. 31~39/41~49/51~59
033-000-035	Souterrain niv. 31~39/41~49/51~59
033-000-036	Souterrain niv. 31~39/41~49/51~59
033-000-037	Souterrain niv. 31~39/41~49/51~59
033-000-038	Souterrain niv. 31~39/41~49/51~59
033-000-039	Souterrain niv. 31~39/41~49/51~59
033-000-040	Souterrain niv. 31~39/41~49/51~59
033-000-041	Souterrain niv. 31~39/41~49/51~59
033-000-042	Souterrain niv. 31~39/41~49/51~59
033-000-043	Souterrain niv. 31~39/41~49/51~59
033-000-044	Souterrain niv. 31~39/41~49/51~59
033-000-045	Souterrain niv. 31~39/41~49/51~59
033-000-046	Souterrain niv. 31~39/41~49/51~59
033-000-047	Souterrain niv. 31~39/41~49/51~59
033-000-048	Souterrain niv. 31~39/41~49/51~59
033-000-049	Souterrain niv. 31~39/41~49/51~59
033-000-050	Souterrain niv. 31~39/41~49/51~59
033-000-051	Souterrain niv. 31~39/41~49/51~59
033-000-052	Souterrain niv. 31~39/41~49/51~59
033-000-053	Souterrain niv. 31~39/41~49/51~59
033-000-054	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-055	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-056	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-057	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-058	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-059	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-060	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-061	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-062	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-063	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-064	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-065	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-066	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-067	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-068	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-069	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-070	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-071	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-072	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-073	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-074	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-075	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-076	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-077	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-078	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-079	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-080	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-081	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-082	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-083	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-084	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-085	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-086	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-087	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-088	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-089	Souterrain niv. 61~69/71~79/81~89/91~98
033-000-090	Souterrain niv. 10
033-000-091	Souterrain niv. 10
033-000-092	Souterrain niv. 10
033-000-093	Souterrain niv. 10
033-000-094	Souterrain niv. 20/30
033-000-095	Souterrain niv. 20/30
033-000-096	Souterrain niv. 20/30
033-000-097	Souterrain niv. 20/30
033-000-098	Souterrain niv. 40/50/60
033-000-099	Souterrain niv. 40/50/60
033-000-100	Souterrain niv. 40/50/60
033-000-101	Souterrain niv. 40/50/60
033-000-102	Souterrain niv. 40/50/60
033-000-103	Souterrain niv. 40/50/60
033-000-104	Souterrain niv. 70/80/90/99
033-000-105	Souterrain niv. 70/80/90/99
033-000-106	Souterrain niv. 70/80/90/99
033-000-107	Souterrain niv. 70/80/90/99
033-000-108	Souterrain niv. 70/80/90/99
033-000-109	Souterrain niv. 70/80/90/99
033-000-110	Souterrain niv. 70/80/90/99
033-000-111	Souterrain niv. 70/80/90/99
033-000-112	Le fond du fond, niv. 100

034			Histoires légendaires 0
034-000		Champ zéro
034-000-000	Nouveau départ
034-001		Le fil de l’espace-temps
034-001-000	Crimes contre le cosmos
034-001-001	Horizon zéro
034-001-002	Hadron du couchant
034-001-003	La théorie de la félinité
034-001-004	Protons, neutrons et cornichons
034-001-005	Glisse chez les neutrinos
034-002		Bassin de l'épervier
034-002-000	Plateaux choco
034-002-001	Sentiers vertigineux
034-002-002	Lac lunatique
034-002-003	Fjord boueux
034-002-004	Pic de la marelle
034-002-005	Forêt 3 p'tits chats
034-003		Les carnets d'Ururuvu
034-003-000	Extra autochtones
034-003-001	Malchance chez l'habitant
034-003-002	Pêche à l'IA
034-003-003	Apprentissage sacrificiel
